0 ,  0.9360601 ,  Social norms ,  Consideration of social norms
4146 ,  0.18088445 ,  Respect for the individual's autonomy ,  Collaboration
4147 ,  0.18077374 ,  Consideration of others' comfort ,  Risk assessment for misconduct
4148 ,  0.18068044 ,  Providing feedback and support ,  Respect for others' possessions
4149 ,  0.18060744 ,  Self-actualization ,  Consideration for others' feelings
4150 ,  0.18056275 ,  Ability to communicate effectively ,  Consideration for others' feelings
4151 ,  0.18055797 ,  Respect for the privacy of others ,  Promo
4152 ,  0.18054235 ,  Empower ,  Consideration for others' opinions
4153 ,  0.18051694 ,  Respect for the individual's autonomy ,  Risk assessment for misconduct
4154 ,  0.18018782 ,  Respect for private property ,  Appreciating diversity
4155 ,  0.18017617 ,  Understanding of societal norms ,  Providing feedback and support
4156 ,  0.18004304 ,  Self-actualization ,  Ethical communication and support systems
4157 ,  0.18003798 ,  Legal ramifications ,  Supportiveness
4158 ,  0.17982534 ,  Humor ,  Consider
4159 ,  0.17981198 ,  Understanding of societal norms ,  Collaboration
4160 ,  0.17976803 ,  Empathy towards others' preferences ,  Risk assessment for misconduct
4161 ,  0.17966717 ,  Respect for the individual's autonomy ,  Communication
4162 ,  0.17939894 ,  Understanding the effects of inappropriate communication ,  Legal ramifications
4163 ,  0.17935328 ,  Understanding of Biological and Emotional Change ,  Social norms
4164 ,  0.1792346 ,  Understanding of Biological and Emotional Change ,  Humor
4165 ,  0.17919445 ,  Consideration of others' comfort ,  Self-control
4166 ,  0.17906082 ,  Consequences of ,  Fostering a relationship
4167 ,  0.17902295 ,  Respect for private property ,  Healthy interpersonal relationships
4168 ,  0.17896989 ,  Ability to communicate effectively ,  Ethical responsibility towards others
4169 ,  0.17896086 ,  Commitment to personal goals ,  Understanding the effects of inappropriate communication
4170 ,  0.17888442 ,  Respect for others' feelings ,  Collaboration
4171 ,  0.1786066 ,  Ability to communicate effectively ,  Generosity towards those suffering
4172 ,  0.17849728 ,  Risk assessment for misconduct ,  Generosity towards those suffering
4173 ,  0.17836623 ,  Commitment to personal goals ,  Consent and acceptance of differences
4174 ,  0.1783638 ,  Fairness and honesty in decision- ,  Fostering a relationship
4175 ,  0.17828786 ,  Promo ,  Responsibility for actions
4176 ,  0.17827876 ,  Communication ,  Belief in one's own abilities
4177 ,  0.1778372 ,  Harmful effects of societal influences ,  Self-expression
4178 ,  0.17779815 ,  Generosity-based mental health ,  Risk assessment for misconduct
4179 ,  0.17773068 ,  Understanding of Biological and Emotional Change ,  Respect for others' possessions
4180 ,  0.17772835 ,  Harmful effects of societal influences ,  Commitment to values
4181 ,  0.1776388 ,  Commitment to personal goals ,  Consequences of
4182 ,  0.1776362 ,  Communication ,  Value
4183 ,  0.17762999 ,  Respect for diversity and difference ,  Consequences of
4184 ,  0.17760575 ,  Friends ,  Ethical Living
4185 ,  0.17742348 ,  Harmful effects of societal influences ,  Consider
4186 ,  0.17729893 ,  Ability to communicate effectively ,  Friends
4187 ,  0.17726877 ,  Awareness of social norms ,  Collaboration
4188 ,  0.17713195 ,  Respect for diversity and difference ,  Consideration of implications of actions
4189 ,  0.17712063 ,  Value of relationships ,  Building self-awareness
4190 ,  0.1770879 ,  Fair ,  Respect for individual choices
4191 ,  0.17705199 ,  Providing feedback and support ,  Friends
4192 ,  0.17687899 ,  Fairness and honesty in decision- ,  Understanding of Biological and Emotional Change
4193 ,  0.17667916 ,  Consideration for others' opinions ,  Justice in the law
4194 ,  0.17643115 ,  Consequences of ,  Humor
4195 ,  0.17593496 ,  Openness ,  Generosity towards those suffering
4196 ,  0.1756339 ,  Openness ,  Respect for others' possessions
4197 ,  0.17540051 ,  Belief in one's own abilities ,  Emotional regulation
4198 ,  0.1753538 ,  Ability to communicate effectively ,  Respect for
4199 ,  0.1753523 ,  Fair ,  Friends
4200 ,  0.17526339 ,  Generosity towards those suffering ,  Understanding boundaries
4201 ,  0.17515498 ,  Personal value judgement ,  Harmful effects of societal influences
4202 ,  0.17506234 ,  Understanding boundaries ,  Providing feedback and support
4203 ,  0.1749387 ,  Consideration of ,  Emotional regulation
4204 ,  0.17480147 ,  Honesty and integrity ,  Friends
4205 ,  0.1747967 ,  Value ,  Risk-taking
4206 ,  0.17478263 ,  Fair ,  Legal ramifications
4207 ,  0.17474568 ,  Fairness and honesty in decision- ,  Building self-awareness
4208 ,  0.17434683 ,  Taking responsibility ,  Relationship building
4209 ,  0.17433795 ,  Compassion ,  Risk-taking
4210 ,  0.17430073 ,  Commitment to a cause ,  Appreciating diversity
4211 ,  0.17429805 ,  Kindness toward others ,  Risk assessment for misconduct
4212 ,  0.17406388 ,  Self-interest: Having ,  Listening skills
4213 ,  0.17402953 ,  Consequences of ,  Collaboration
4214 ,  0.17392172 ,  Understanding of societal norms ,  Humor
4215 ,  0.17362131 ,  Consequences of ,  Respect for others' feelings
4216 ,  0.17346579 ,  Autonomy ,  Promo
4217 ,  0.17314631 ,  Value ,  Social norms
4218 ,  0.17313665 ,  Appreciating diversity ,  Listening skills
4219 ,  0.17312449 ,  Personal value judgement ,  Empowerment through communication
4220 ,  0.17301053 ,  Awareness of shared experiences ,  Integrity in action
4221 ,  0.1729905 ,  Promo ,  Consideration of social norms
4222 ,  0.17287558 ,  Ability to communicate effectively ,  Harmful effects of societal influences
4223 ,  0.17265967 ,  Consequences of ,  Ethical communication and support systems
4224 ,  0.17262498 ,  Understanding the effects of inappropriate communication ,  Promo
4225 ,  0.17225482 ,  Respect for personal property ,  Providing feedback and support
4226 ,  0.17195621 ,  Ability to communicate effectively ,  Respect for individual choices
4227 ,  0.17173392 ,  Awareness of shared experiences ,  Humor
4228 ,  0.17171055 ,  Fair ,  Ethical responsibility towards others
4229 ,  0.1715365 ,  Consideration of ,  Humor
4230 ,  0.17151816 ,  Respect for ,  Understanding of Biological and Emotional Change
4231 ,  0.17148814 ,  Value ,  Ethical responsibility towards others
4232 ,  0.17124432 ,  Selfishness ,  Understanding boundaries
4233 ,  0.17123955 ,  Autonomy in decision-making ,  Understanding of Biological and Emotional Change
4234 ,  0.17117615 ,  Risk assessment for misconduct ,  Selfishness
4235 ,  0.17116319 ,  Fair ,  Integrity in action
4236 ,  0.1710712 ,  Respect for others' personal choices and beliefs ,  Listening skills
4237 ,  0.17096587 ,  Selfishness ,  Collaboration
4238 ,  0.17093101 ,  Harmful effects of societal influences ,  Collaboration
4239 ,  0.17091665 ,  Self-actualization ,  Promo
4240 ,  0.17085245 ,  Recognition and appreciation ,  Legal ramifications
4241 ,  0.17084555 ,  Openness ,  Relationship dynamics
4242 ,  0.17081611 ,  Responsibility in dealing with others ,  Friends
4243 ,  0.17077973 ,  Communication ,  Harmful effects of societal influences
4244 ,  0.170645 ,  Relationship dynamics ,  Cultural norms
4245 ,  0.17060998 ,  Fostering a relationship ,  Responsibility
4246 ,  0.17052001 ,  Respect for diversity and difference ,  Self-expression
4247 ,  0.170501 ,  Honesty in social interactions ,  Promo
4248 ,  0.17028952 ,  Humor ,  Respect for the privacy of others
4249 ,  0.17007926 ,  Respect for diversity and difference ,  Social responsibility
4250 ,  0.16987813 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Collaboration
4251 ,  0.16965249 ,  Respect for others' feelings ,  Openness
4252 ,  0.16951671 ,  Fostering a relationship ,  Respect for others' possessions
4253 ,  0.16947632 ,  Empathy towards others' needs ,  Self-actualization
4254 ,  0.16944939 ,  Risk assessment for misconduct ,  Empathy towards others' needs
4255 ,  0.16934703 ,  Respect for ,  Relationship building
4256 ,  0.16919541 ,  Self-actualization ,  Emotional regulation
4257 ,  0.1689659 ,  Collaboration ,  Respect for others' possessions
4258 ,  0.16887546 ,  Self-interest: Having ,  Promo
4259 ,  0.16879481 ,  Fair ,  Understanding boundaries
4260 ,  0.16874546 ,  Recognition of efforts ,  Justice in the law
4261 ,  0.16865022 ,  Financial gain ,  Honesty
4262 ,  0.16860086 ,  Consequences of ,  Compassion
4263 ,  0.16854104 ,  Relationship dynamics ,  Value
4264 ,  0.1684755 ,  Consequences of ,  Value
4265 ,  0.16833887 ,  Collaboration ,  Consideration of social norms
4266 ,  0.16823629 ,  Fairness and honesty in decision- ,  Empower
4267 ,  0.16818383 ,  Justice in the law ,  Empathy towards others' situations
4268 ,  0.16815579 ,  Selfishness ,  Harmful consequences
4269 ,  0.16809794 ,  Awareness of social norms ,  Listening skills
4270 ,  0.16809414 ,  Cultural norms ,  Recognition of efforts
4271 ,  0.16808313 ,  Financial gain ,  Understanding the social dynamics
4272 ,  0.1678698 ,  Belief in one's own abilities ,  Value
4273 ,  0.16779976 ,  Understanding boundaries ,  Listening skills
4274 ,  0.16768228 ,  Relationship building ,  Humor
4275 ,  0.16766211 ,  Risk assessment for misconduct ,  Respect for others' possessions
4276 ,  0.16765046 ,  Cultural norms ,  Listening skills
4277 ,  0.16765016 ,  Appreciation ,  Healthy interpersonal relationships
4278 ,  0.16762577 ,  Value of relationships ,  Promo
4279 ,  0.16752568 ,  Social norms ,  Risk-taking
4280 ,  0.16744855 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Listening skills
4281 ,  0.16721903 ,  Risk-taking ,  Honesty
4282 ,  0.16712317 ,  Understanding the effects of inappropriate communication ,  Appreciating diversity
4283 ,  0.16711175 ,  Generosity towards those suffering ,  Friends
4284 ,  0.16696802 ,  Commitment to personal goals ,  Consideration of social norms
4285 ,  0.16660368 ,  Self-control ,  Justice in the law
4286 ,  0.16660346 ,  Respect for diversity and difference ,  Responsibility
4287 ,  0.16658577 ,  Integrity in personal decisions ,  Collaboration
4288 ,  0.16648653 ,  Understanding of Biological and Emotional Change ,  Autonomy
4289 ,  0.16645922 ,  Justice in the law ,  Promo
4290 ,  0.1662184 ,  Providing feedback and support ,  Consideration of social norms
4291 ,  0.16616386 ,  Fair ,  Recognition of efforts
4292 ,  0.16613191 ,  Respect for the individual's autonomy ,  Risk-taking
4293 ,  0.1661114 ,  Respect for others' feelings ,  Justice in the law
4294 ,  0.16601259 ,  Generosity towards those suffering ,  Self-expression
4295 ,  0.16599685 ,  Relationship building ,  Respect for others' possessions
4296 ,  0.16574074 ,  Relationship dynamics ,  Risk-taking
4297 ,  0.16542217 ,  Self-actualization ,  Friends
4298 ,  0.1653321 ,  Understanding of societal norms ,  Friends
4299 ,  0.16526395 ,  Financial gain ,  Kindness toward others
4300 ,  0.16522652 ,  Value ,  Providing feedback and support
4301 ,  0.16511586 ,  Ability to communicate effectively ,  Promo
4302 ,  0.16507989 ,  Communication ,  Risk assessment for misconduct
4303 ,  0.16507147 ,  Financial gain ,  Honesty and accountability
4304 ,  0.16502309 ,  Commitment to personal goals ,  Value
4305 ,  0.16501343 ,  Kindness toward others ,  Self-actualization
4306 ,  0.164852 ,  Fair ,  Honesty in social interactions
4307 ,  0.16484946 ,  Commitment to personal goals ,  Awareness of social norms
4308 ,  0.16480668 ,  Consequences of ,  Healthy interpersonal relationships
4309 ,  0.16450909 ,  Promo ,  Building self-awareness
4310 ,  0.16450565 ,  Openness ,  Risk-taking
4311 ,  0.16445753 ,  Understanding boundaries ,  Respect for others' possessions
4312 ,  0.16441771 ,  Ethical communication and support systems ,  Friends
4313 ,  0.16423649 ,  Belief in one's own abilities ,  Appreciating diversity
4314 ,  0.16401619 ,  Relationship building ,  Awareness of social norms
4315 ,  0.16397713 ,  Respect for private property ,  Relationship building
4316 ,  0.1637376 ,  Legal ramifications ,  Selfishness
4317 ,  0.16354147 ,  Compassion ,  Promo
4318 ,  0.16350935 ,  Respect for diversity and difference ,  Harmful consequences
4319 ,  0.16348083 ,  Taking responsibility ,  Value
4320 ,  0.16313465 ,  Respect for others' personal choices and beliefs ,  Value
4321 ,  0.16295628 ,  Empower ,  Humor
4322 ,  0.16289493 ,  Value of relationships ,  Self-control
4323 ,  0.16286999 ,  Fair ,  Ethical Living
4324 ,  0.16281322 ,  Commitment to values ,  Harmful consequences
4325 ,  0.16245967 ,  Financial gain ,  Understanding of Biological and Emotional Change
4326 ,  0.16245139 ,  Belief in one's own abilities ,  Cultural norms
4327 ,  0.16244501 ,  Healthy interpersonal relationships ,  Justice in the law
4328 ,  0.16230023 ,  Respect for diversity and difference ,  Humor
4329 ,  0.16228235 ,  Respect for others' feelings ,  Fair
4330 ,  0.16226226 ,  Openness ,  Ethical responsibility towards others
4331 ,  0.16218242 ,  Value of relationships ,  Legal ramifications
4332 ,  0.16210091 ,  Understanding of societal norms ,  Fostering a relationship
4333 ,  0.16140985 ,  Consideration of ,  Building self-awareness
4334 ,  0.16121878 ,  Autonomy ,  Friends
4335 ,  0.16115622 ,  Friends ,  Listening skills
4336 ,  0.16100498 ,  Respect for private property ,  Relationship dynamics
4337 ,  0.1608956 ,  Communication ,  Consideration for others' feelings
4338 ,  0.16074935 ,  Understanding of Biological and Emotional Change ,  Responsibility
4339 ,  0.16071635 ,  Autonomy in decision-making ,  Value
4340 ,  0.16065264 ,  Selfishness ,  Listening skills
4341 ,  0.16052392 ,  Understanding of Biological and Emotional Change ,  Honesty and accountability
4342 ,  0.16037008 ,  Ability to communicate effectively ,  Respect for others' feelings
4343 ,  0.1602872 ,  Respect for the individual's autonomy ,  Humor
4344 ,  0.16025242 ,  Self-interest: Having ,  Justice in the law
4345 ,  0.16018564 ,  Communication ,  Selfishness
4346 ,  0.16005784 ,  Understanding the effects of inappropriate communication ,  Consider
4347 ,  0.15983282 ,  Healthy interpersonal relationships ,  Recognition of efforts
4348 ,  0.15956548 ,  Fair ,  Supportiveness
4349 ,  0.15929732 ,  Self-expression ,  Listening skills
4350 ,  0.15876415 ,  Respect for diversity and difference ,  Understanding the effects of inappropriate communication
4351 ,  0.1580029 ,  Relationship building ,  Cultural norms
4352 ,  0.15796745 ,  Communication ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
4353 ,  0.15795223 ,  Respect for others' personal choices and beliefs ,  Collaboration
4354 ,  0.15784508 ,  Value ,  Consideration for others' feelings
4355 ,  0.15759027 ,  Relationship dynamics ,  Harmful consequences
4356 ,  0.15731469 ,  Fostering a relationship ,  Risk-taking
4357 ,  0.15728095 ,  Awareness of shared experiences ,  Harmful consequences
4358 ,  0.15718338 ,  Risk assessment for misconduct ,  Self-interest: Having
4359 ,  0.15696988 ,  Value ,  Listening skills
4360 ,  0.15688485 ,  Belief in one's own abilities ,  Providing feedback and support
4361 ,  0.15663084 ,  Commitment to a cause ,  Friends
4362 ,  0.15652612 ,  Personal value judgement ,  Relationship building
4363 ,  0.15604912 ,  Integrity in action ,  Appreciating diversity
4364 ,  0.15598026 ,  Selfishness ,  Promo
4365 ,  0.15590745 ,  Value ,  Consideration of social norms
4366 ,  0.15573004 ,  Humor ,  Harmful consequences
4367 ,  0.15570784 ,  Belief in one's own abilities ,  Humor
4368 ,  0.15565561 ,  Value ,  Honesty
4369 ,  0.15556186 ,  Communication ,  Respect for others' feelings
4370 ,  0.15529534 ,  Relationship building ,  Self-control
4371 ,  0.15527062 ,  Consequences of ,  Generosity-based mental health
4372 ,  0.15522242 ,  Communication ,  Generosity towards those suffering
4373 ,  0.1551519 ,  Understanding boundaries ,  Harmful consequences
4374 ,  0.15514156 ,  Personal value judgement ,  Understanding of Biological and Emotional Change
4375 ,  0.15483212 ,  Honesty in social interactions ,  Consideration of
4376 ,  0.15470421 ,  Respect for diversity and difference ,  Building self-awareness
4377 ,  0.15446417 ,  Fair ,  Honesty and integrity
4378 ,  0.15415311 ,  Honesty and accountability ,  Value
4379 ,  0.15410432 ,  Understanding of Biological and Emotional Change ,  Openness
4380 ,  0.15407725 ,  Risk assessment for misconduct ,  Value
4381 ,  0.15395692 ,  Communication ,  Harmful consequences
4382 ,  0.15343474 ,  Generosity towards those suffering ,  Building self-awareness
4383 ,  0.1533811 ,  Appreciation ,  Relationship dynamics
4384 ,  0.15332898 ,  Relationship dynamics ,  Building self-awareness
4385 ,  0.15319684 ,  Awareness of social norms ,  Humor
4386 ,  0.15313232 ,  Honesty and integrity ,  Value
4387 ,  0.15302807 ,  Openness ,  Emotional regulation
4388 ,  0.15292159 ,  Fair ,  Collaboration
4389 ,  0.15283631 ,  Financial gain ,  Emotional regulation
4390 ,  0.15221828 ,  Humor ,  Commitment to values
4391 ,  0.15218538 ,  Risk assessment for misconduct ,  Awareness of social norms
4392 ,  0.15217924 ,  Honesty and accountability ,  Harmful consequences
4393 ,  0.15217438 ,  Self-interest: Having ,  Value
4394 ,  0.15216331 ,  Friends ,  Emotional regulation
4395 ,  0.15202619 ,  Ability to communicate effectively ,  Harmful consequences
4396 ,  0.1517944 ,  Recognition of efforts ,  Friends
4397 ,  0.15172088 ,  Ethical responsibility towards others ,  Friends
4398 ,  0.15129247 ,  Ethical responsibility towards others ,  Listening skills
4399 ,  0.15118276 ,  Harmful effects of societal influences ,  Appreciation
4400 ,  0.15104455 ,  Value ,  Ethical Living
4401 ,  0.15099147 ,  Legal ramifications ,  Value
4402 ,  0.15086143 ,  Belief in one's own abilities ,  Harmful effects of societal influences
4403 ,  0.15066993 ,  Cultural norms ,  Fostering positive relationships
4404 ,  0.15065184 ,  Empathy towards others' choices ,  Justice in the law
4405 ,  0.15061076 ,  Supportiveness ,  Self-actualization
4406 ,  0.1505577 ,  Responsibility in dealing with others ,  Fair
4407 ,  0.15052998 ,  Empathy towards others' needs ,  Value
4408 ,  0.15038577 ,  Autonomy in decision-making ,  Harmful effects of societal influences
4409 ,  0.15011516 ,  Self-expression ,  Ethical communication and support systems
4410 ,  0.15004884 ,  Fostering a relationship ,  Awareness of social norms
4411 ,  0.14961898 ,  Fair ,  Respect for the privacy of others
4412 ,  0.1495716 ,  Value ,  Harmful consequences
4413 ,  0.14953066 ,  Respect for ,  Self-actualization
4414 ,  0.1493872 ,  Relationship dynamics ,  Justice in the law
4415 ,  0.1493777 ,  Relationship dynamics ,  Respect for others' possessions
4416 ,  0.14934199 ,  Personal value judgement ,  Consequences of
4417 ,  0.1492008 ,  Consequences of ,  Respect for personal property
4418 ,  0.14918275 ,  Commitment to values ,  Promo
4419 ,  0.14914232 ,  Consequences of ,  Belief in one's own abilities
4420 ,  0.14910296 ,  Respect for personal property ,  Humor
4421 ,  0.14907074 ,  Understanding of Biological and Emotional Change ,  Taking responsibility
4422 ,  0.14892231 ,  Cultural norms ,  Self-expression
4423 ,  0.14886218 ,  Financial gain ,  Selfishness
4424 ,  0.14884238 ,  Legal ramifications ,  Self-control
4425 ,  0.1486961 ,  Generosity-based mental health ,  Understanding boundaries
4426 ,  0.14857432 ,  Fairness and honesty in decision- ,  Harmful effects of societal influences
4427 ,  0.14847556 ,  Listening skills ,  Taking responsibility for one's own actions
4428 ,  0.14837532 ,  Fair ,  Generosity towards those suffering
4429 ,  0.14833492 ,  Harmful effects of societal influences ,  Honesty and integrity
4430 ,  0.14833258 ,  Autonomy ,  Consequences of
4431 ,  0.14832497 ,  Supportiveness ,  Value
4432 ,  0.14822842 ,  Recognition and appreciation ,  Harmful consequences
4433 ,  0.14774065 ,  Harmful effects of societal influences ,  Self-control
4434 ,  0.14729181 ,  Awareness of shared experiences ,  Legal ramifications
4435 ,  0.14721124 ,  Consent and acceptance of differences ,  Building self-awareness
4436 ,  0.14693679 ,  Financial gain ,  Honesty and integrity
4437 ,  0.14689507 ,  Risk assessment for misconduct ,  Social norms
4438 ,  0.14684704 ,  Relationship dynamics ,  Promo
4439 ,  0.14673516 ,  Fostering a relationship ,  Justice in the law
4440 ,  0.14666653 ,  Recognition and appreciation ,  Healthy interpersonal relationships
4441 ,  0.14662385 ,  Fair ,  Honesty
4442 ,  0.14650184 ,  Ability to communicate effectively ,  Selfishness
4443 ,  0.14640003 ,  Promo ,  Respect for others' possessions
4444 ,  0.14618461 ,  Taking responsibility ,  Fair
4445 ,  0.1461837 ,  Prioritizing relationships ,  Promo
4446 ,  0.14609937 ,  Consideration of others' comfort ,  Legal ramifications
4447 ,  0.14609602 ,  Relationship building ,  Promo
4448 ,  0.1460394 ,  Consider ,  Ethical communication and support systems
4449 ,  0.1460011 ,  Honesty and accountability ,  Friends
4450 ,  0.14588682 ,  Taking responsibility ,  Awareness of shared experiences
4451 ,  0.1458239 ,  Collaboration ,  Harmful consequences
4452 ,  0.14568992 ,  Respect for private property ,  Providing feedback and support
4453 ,  0.14567058 ,  Respect for diversity and difference ,  Value
4454 ,  0.14553106 ,  Understanding of Biological and Emotional Change ,  Consider
4455 ,  0.14526947 ,  Respect for diversity and difference ,  Taking responsibility
4456 ,  0.14496507 ,  Self-control ,  Consideration of
4457 ,  0.14494564 ,  Understanding of societal norms ,  Promo
4458 ,  0.14472076 ,  Humor ,  Risk-taking
4459 ,  0.14467423 ,  Consideration for others' opinions ,  Self-expression
4460 ,  0.14384036 ,  Respect for the individual's autonomy ,  Value
4461 ,  0.14383203 ,  Taking responsibility ,  Relationship dynamics
4462 ,  0.14366096 ,  Personal value judgement ,  Understanding the social dynamics
4463 ,  0.14325649 ,  Self-actualization ,  Consideration for others' opinions
4464 ,  0.14310856 ,  Self-actualization ,  Respect for others' possessions
4465 ,  0.14302468 ,  Respect for diversity and difference ,  Legal ramifications
4466 ,  0.14291178 ,  Ability to communicate effectively ,  Risk assessment for misconduct
4467 ,  0.14269188 ,  Self-control ,  Cultural norms
4468 ,  0.14268239 ,  Legal ramifications ,  Self-interest: Having
4469 ,  0.14235651 ,  Honesty and integrity ,  Promo
4470 ,  0.14235651 ,  Risk assessment for misconduct ,  Humor
4471 ,  0.14209968 ,  Respect for the privacy of others ,  Listening skills
4472 ,  0.14189687 ,  Respect for others' personal choices and beliefs ,  Openness
4473 ,  0.14183 ,  Consequences of ,  Listening skills
4474 ,  0.14177482 ,  Respect for the individual's autonomy ,  Fair
4475 ,  0.14173171 ,  Respect for diversity and difference ,  Responsibility for actions
4476 ,  0.14162585 ,  Commitment to personal goals ,  Understanding of societal norms
4477 ,  0.14156248 ,  Kindness toward others ,  Legal ramifications
4478 ,  0.14140898 ,  Consideration of ,  Promo
4479 ,  0.1412052 ,  Legal ramifications ,  Providing feedback and support
4480 ,  0.14113 ,  Listening skills ,  Consideration of social norms
4481 ,  0.14089245 ,  Understanding of Biological and Emotional Change ,  Listening skills
4482 ,  0.14075205 ,  Justice in the law ,  Consideration for others' feelings
4483 ,  0.14050071 ,  Compassion ,  Legal ramifications
4484 ,  0.14035116 ,  Harmful effects of societal influences ,  Openness
4485 ,  0.14023721 ,  Appreciation ,  Risk-taking
4486 ,  0.14015913 ,  Fair ,  Harmful consequences
4487 ,  0.14011231 ,  Relationship building ,  Value
4488 ,  0.13973084 ,  Integrity in action ,  Promo
4489 ,  0.13963407 ,  Respect for diversity and difference ,  Selfishness
4490 ,  0.13962269 ,  Autonomy ,  Risk assessment for misconduct
4491 ,  0.13959047 ,  Understanding the social dynamics ,  Listening skills
4492 ,  0.13941997 ,  Value ,  Awareness of social norms
4493 ,  0.1390967 ,  Legal ramifications ,  Fostering a relationship
4494 ,  0.13899428 ,  Friends ,  Commitment to values
4495 ,  0.13885027 ,  Integrity in personal decisions ,  Appreciating diversity
4496 ,  0.13871464 ,  Empowerment through communication ,  Fair
4497 ,  0.13829854 ,  Respect for ,  Risk assessment for misconduct
4498 ,  0.13783872 ,  Understanding of Biological and Emotional Change ,  Respect for the privacy of others
4499 ,  0.13781741 ,  Ability to communicate effectively ,  Consideration for others' opinions
4500 ,  0.13781092 ,  Friends ,  Respect for individual choices
4501 ,  0.13768649 ,  Value ,  Ethical communication and support systems
4502 ,  0.13759662 ,  Humor ,  Recognition of efforts
4503 ,  0.13753709 ,  Self-actualization ,  Appreciating diversity
4504 ,  0.13712603 ,  Promo ,  Consideration of implications of actions
4505 ,  0.13672492 ,  Personal value judgement ,  Fostering positive relationships
4506 ,  0.13643917 ,  Compassion ,  Risk assessment for misconduct
4507 ,  0.13602725 ,  Risk assessment for misconduct ,  Respect for others' feelings
4508 ,  0.13593847 ,  Autonomy in decision-making ,  Generosity towards those suffering
4509 ,  0.13586432 ,  Responsibility ,  Listening skills
4510 ,  0.1358588 ,  Understanding boundaries ,  Friends
4511 ,  0.13571145 ,  Ethical responsibility towards others ,  Promo
4512 ,  0.13561332 ,  Humor ,  Appreciating diversity
4513 ,  0.13554057 ,  Fairness and honesty in decision- ,  Collaboration
4514 ,  0.13535497 ,  Fairness and honesty in decision- ,  Harmful consequences
4515 ,  0.13521188 ,  Honesty in social interactions ,  Risk-taking
4516 ,  0.13515306 ,  Financial gain ,  Harmful effects of societal influences
4517 ,  0.13510695 ,  Openness ,  Legal ramifications
4518 ,  0.13494235 ,  Relationship building ,  Risk-taking
4519 ,  0.13476965 ,  Empowerment through communication ,  Legal ramifications
4520 ,  0.13417691 ,  Self-control ,  Friends
4521 ,  0.13414475 ,  Professionalism in behavior ,  Value
4522 ,  0.13414103 ,  Relationship dynamics ,  Listening skills
4523 ,  0.1340388 ,  Respect for diversity and difference ,  Self-interest: Having
4524 ,  0.13400769 ,  Consent and acceptance of differences ,  Humor
4525 ,  0.13384211 ,  Openness ,  Taking responsibility for one's own actions
4526 ,  0.13380802 ,  Listening skills ,  Promo
4527 ,  0.13330479 ,  Honesty and integrity ,  Harmful consequences
4528 ,  0.13303931 ,  Openness ,  Commitment to values
4529 ,  0.1330033 ,  Risk assessment for misconduct ,  Cultural norms
4530 ,  0.13283491 ,  Value ,  Appreciating diversity
4531 ,  0.13275218 ,  Commitment to personal goals ,  Social norms
4532 ,  0.13258606 ,  Understanding of societal norms ,  Value
4533 ,  0.13248767 ,  Understanding boundaries ,  Risk-taking
4534 ,  0.13246277 ,  Legal ramifications ,  Relationship dynamics
4535 ,  0.13226913 ,  Ability to communicate effectively ,  Respect for others' personal choices and beliefs
4536 ,  0.13201252 ,  Communication ,  Respect for individual choices
4537 ,  0.13190797 ,  Empathy towards others' preferences ,  Value
4538 ,  0.13177873 ,  Recognition and appreciation ,  Risk-taking
4539 ,  0.13169436 ,  Fair ,  Consideration of
4540 ,  0.13155118 ,  Responsibility in dealing with others ,  Value
4541 ,  0.13145031 ,  Awareness of shared experiences ,  Risk assessment for misconduct
4542 ,  0.13136767 ,  Consider ,  Emotional regulation
4543 ,  0.13119018 ,  Ethical communication and support systems ,  Appreciating diversity
4544 ,  0.13070995 ,  Awareness of shared experiences ,  Fair
4545 ,  0.13040504 ,  Commitment to personal goals ,  Humor
4546 ,  0.12992014 ,  Cultural norms ,  Fostering a relationship
4547 ,  0.12966311 ,  Integrity in personal decisions ,  Openness
4548 ,  0.12961534 ,  Justice in the law ,  Risk-taking
4549 ,  0.12960674 ,  Fair ,  Professionalism in behavior
4550 ,  0.129374 ,  Financial gain ,  Respect for personal property
4551 ,  0.12934273 ,  Respect for others' personal choices and beliefs ,  Fair
4552 ,  0.12923712 ,  Belief in one's own abilities ,  Legal ramifications
4553 ,  0.12835167 ,  Financial gain ,  Building self-awareness
4554 ,  0.1279211 ,  Risk assessment for misconduct ,  Healthy interpersonal relationships
4555 ,  0.12787794 ,  Honesty and integrity ,  Legal ramifications
4556 ,  0.12775785 ,  Prioritizing relationships ,  Value
4557 ,  0.12771142 ,  Generosity towards those suffering ,  Listening skills
4558 ,  0.12768081 ,  Value ,  Empathy towards others' situations
4559 ,  0.12681091 ,  Financial gain ,  Honesty in social interactions
4560 ,  0.12680468 ,  Recognition and appreciation ,  Harmful effects of societal influences
4561 ,  0.12678668 ,  Personal value judgement ,  Understanding boundaries
4562 ,  0.12628855 ,  Fair ,  Self-control
4563 ,  0.12612441 ,  Fairness and honesty in decision- ,  Financial gain
4564 ,  0.12583901 ,  Financial gain ,  Social responsibility
4565 ,  0.12579936 ,  Value ,  Healthy interpersonal relationships
4566 ,  0.12566559 ,  Respect for others' feelings ,  Self-actualization
